"","resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","statusId","driverRef","number_drivers","code","forename","surname","dob","nationality","driverStandingsId","wins"
"165",165,25,7,5,"14",14,"17","17",17,0,69,"\N","\N","28","16","1:18.216",11,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",141,0
"166",166,25,21,10,"21",17,"18","18",18,0,69,"\N","\N","53","19","1:18.557",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",149,0
"167",167,25,16,10,"20",18,"19","19",19,0,69,"\N","\N","41","18","1:18.462",11,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",155,0
"168",168,25,18,11,"16",16,"\N","R",20,0,16,"\N","\N","15","20","1:20.876",4,"button","22","BUT","Jenson","Button","1980-01-19","British",147,0
"169",169,26,1,1,"22",4,"1","1",1,10,60,"1:39:09.440","5949440","16","3","1:32.817",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",157,3
"170",170,26,2,2,"3",5,"2","2",2,8,60,"+1:08.577","6018017","21","2","1:32.719",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",158,0
"171",171,26,22,11,"17",16,"3","3",3,6,60,"+1:22.273","6031713","21","11","1:33.386",1,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",172,0
"172",172,26,8,6,"1",3,"4","4",4,5,59,"\N","\N","18","1","1:32.150",11,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",164,2
"173",173,26,5,1,"23",1,"5","5",5,4,59,"\N","\N","17","5","1:33.130",11,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",161,0
"174",174,26,4,4,"5",6,"6","6",6,3,59,"\N","\N","17","6","1:33.133",11,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",160,0
"175",175,26,15,7,"11",14,"7","7",7,2,59,"\N","\N","22","13","1:33.808",11,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",166,0
"176",176,26,6,3,"8",15,"8","8",8,1,59,"\N","\N","21","14","1:34.277",11,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",162,0
"177",177,26,3,3,"7",20,"9","9",9,0,59,"\N","\N","21","16","1:34.797",11,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",159,0
"178",178,26,17,9,"10",2,"10","10",10,0,59,"\N","\N","17","4","1:32.952",11,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",167,0
"179",179,26,7,5,"14",13,"11","11",11,0,59,"\N","\N","21","9","1:33.367",11,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",163,0
"180",180,26,10,7,"12",12,"12","12",12,0,59,"\N","\N","19","15","1:34.610",11,"glock","\N","GLO","Timo","Glock","1982-03-18","German",176,0
"181",181,26,13,6,"2",9,"13","13",13,0,58,"\N","\N","19","8","1:33.257",12,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",175,3
"182",182,26,9,2,"4",10,"\N","R",14,0,39,"\N","\N","22","12","1:33.539",20,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",165,1
"183",183,26,18,11,"16",17,"\N","R",15,0,38,"\N","\N","21","10","1:33.376",20,"button","22","BUT","Jenson","Button","1980-01-19","British",169,0
"184",184,26,12,4,"6",7,"\N","R",16,0,35,"\N","\N","21","7","1:33.203",20,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",170,0
"185",185,26,21,10,"21",19,"\N","R",17,0,16,"\N","\N","21","17","1:34.930",20,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",171,0
"186",186,26,16,10,"20",18,"\N","R",18,0,10,"\N","\N","5","18","1:38.160",20,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",177,0
"187",187,26,20,5,"15",8,"\N","R",19,0,0,"\N","\N","\N","\N","\N",4,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",178,0
"188",188,26,14,9,"9",11,"\N","R",20,0,0,"\N","\N","\N","\N","\N",4,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",168,0
"189",189,27,1,1,"22",1,"1","1",1,10,67,"1:31:20.874","5480874","17","2","1:16.039",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",179,4
"190",190,27,12,4,"6",17,"2","2",2,8,67,"+5.586","5486460","66","9","1:16.910",1,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",192,0
"191",191,27,13,6,"2",2,"3","3",3,6,67,"+9.339","5490213","19","5","1:16.502",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",197,3
"192",192,27,2,2,"3",12,"4","4",4,5,67,"+9.825","5490699","52","1","1:15.987",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",180,0
"193",193,27,5,1,"23",3,"5","5",5,4,67,"+12.411","5493285","63","4","1:16.495",1,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",183,0
"194",194,27,8,6,"1",6,"6","6",6,3,67,"+14.403","5495277","66","3","1:16.342",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",186,2
"195",195,27,9,2,"4",7,"7","7",7,2,67,"+22.682","5503556","17","6","1:16.610",1,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",187,1
"196",196,27,20,5,"15",9,"8","8",8,1,67,"+33.299","5514173","20","8","1:16.772",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",200,0
"197",197,27,15,7,"11",4,"9","9",9,0,67,"+37.158","5518032","17","12","1:17.023",1,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",188,0
"198",198,27,3,3,"7",13,"10","10",10,0,67,"+37.625","5518499","34","15","1:17.380",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",181,0
"199",199,27,4,4,"5",5,"11","11",11,0,67,"+38.600","5519474","17","13","1:17.115",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",182,0
"200",200,27,7,5,"14",15,"12","12",12,0,67,"+39.111","5519985","63","10","1:16.969",1,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",185,0
"201",201,27,14,9,"9",10,"13","13",13,0,67,"+54.971","5535845","18","11","1:16.994",1,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",190,0
"202",202,27,6,3,"8",16,"14","14",14,0,67,"+1:00.003","5540877","23","17","1:17.691",1,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",184,0
"203",203,27,16,10,"20",19,"15","15",15,0,67,"+1:09.488","5550362","66","18","1:17.889",1,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",199,0
"204",204,27,21,10,"21",20,"16","16",16,0,67,"+1:24.093","5564967","67","20","1:18.208",1,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",193,0
"205",205,27,18,11,"16",14,"17","17",17,0,66,"\N","\N","56","16","1:17.636",11,"button","22","BUT","Jenson","Button","1980-01-19","British",191,0
"206",206,27,22,11,"17",18,"\N","R",18,0,50,"\N","\N","30","19","1:17.986",4,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",194,0
"207",207,27,17,9,"10",8,"\N","R",19,0,40,"\N","\N","20","14","1:17.206",5,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",189,0
"208",208,27,10,7,"12",11,"\N","R",20,0,35,"\N","\N","24","7","1:16.712",22,"glock","\N","GLO","Timo","Glock","1982-03-18","German",198,0
"209",209,28,5,1,"23",2,"1","1",1,10,70,"1:37:27.067","5847067","19","7","1:21.753",1,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",205,1
"210",210,28,10,7,"12",5,"2","2",2,8,70,"+11.061","5858128","42","6","1:21.671",1,"glock","\N","GLO","Timo","Glock","1982-03-18","German",220,0
"211",211,28,8,6,"1",6,"3","3",3,6,70,"+16.856","5863923","61","1","1:21.195",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",208,2
"212",212,28,4,4,"5",7,"4","4",4,5,70,"+21.614","5868681","47","8","1:21.793",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",204,0
"213",213,28,1,1,"22",1,"5","5",5,4,70,"+23.048","5870115","15","3","1:21.493",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",201,4
"214",214,28,12,4,"6",10,"6","6",6,3,70,"+32.298","5879365","64","4","1:21.537",1,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",214,0
"215",215,28,15,7,"11",9,"7","7",7,2,70,"+36.449","5883516","65","5","1:21.638",1,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",210,0
"216",216,28,9,2,"4",4,"8","8",8,1,70,"+48.321","5895388","70","9","1:21.941",1,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",209,1
"217",217,28,17,9,"10",8,"9","9",9,0,70,"+58.834","5905901","67","10","1:22.125",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",211,0
"218",218,28,2,2,"3",15,"10","10",10,0,70,"+1:07.709","5914776","67","11","1:22.183",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",202,0
"219",219,28,14,9,"9",13,"11","11",11,0,70,"+1:10.407","5917474","67","16","1:22.732",1,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",212,0
"220",220,28,18,11,"16",12,"12","12",12,0,69,"\N","\N","63","13","1:22.397",11,"button","22","BUT","Jenson","Button","1980-01-19","British",213,0
"221",221,28,6,3,"8",16,"13","13",13,0,69,"\N","\N","67","18","1:23.307",11,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",206,0
"222",222,28,3,3,"7",14,"14","14",14,0,69,"\N","\N","57","12","1:22.397",11,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",203,0
"223",223,28,21,10,"21",18,"15","15",15,0,69,"\N","\N","68","15","1:22.641",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",215,0
"224",224,28,22,11,"17",17,"16","16",16,0,68,"\N","\N","65","14","1:22.436",12,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",216,0
"225",225,28,13,6,"2",3,"17","17",17,0,67,"\N","\N","16","2","1:21.355",5,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",219,3
"226",226,28,7,5,"14",19,"18","18",18,0,67,"\N","\N","29","17","1:23.220",13,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",207,0
"227",227,28,16,10,"20",20,"\N","R",19,0,62,"\N","\N","29","19","1:23.650",23,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",221,0
"228",228,28,20,5,"15",11,"\N","R",20,0,22,"\N","\N","17","20","1:24.222",25,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",222,0
"229",229,29,13,6,"2",1,"1","1",1,10,57,"1:35:32.339","5732339","36","1","1:38.708",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",241,4
"230",230,29,1,1,"22",2,"2","2",2,8,57,"+5.611","5737950","16","2","1:38.884",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",223,4
"231",231,29,9,2,"4",3,"3","3",3,6,57,"+37.353","5769692","38","4","1:39.330",1,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",231,1
"232",232,29,5,1,"23",5,"4","4",4,5,57,"+39.703","5772042","19","3","1:39.112",1,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",227,1
"233",233,29,15,7,"11",7,"5","5",5,4,57,"+50.684","5783023","37","12","1:39.657",1,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",232,0
"234",234,29,20,5,"15",6,"6","6",6,3,57,"+52.625","5784964","36","6","1:39.485",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",244,0
"235",235,29,10,7,"12",13,"7","7",7,2,57,"+1:07.990","5800329","54","8","1:39.535",1,"glock","\N","GLO","Timo","Glock","1982-03-18","German",242,0
"236",236,29,3,3,"7",9,"8","8",8,1,57,"+1:11.457","5803796","35","10","1:39.577",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",225,0
"237",237,29,2,2,"3",8,"9","9",9,0,57,"+1:22.177","5814516","57","7","1:39.526",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",224,0
"238",238,29,7,5,"14",10,"10","10",10,0,57,"+1:29.794","5822133","35","11","1:39.639",1,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",229,0
"239",239,29,12,4,"6",15,"11","11",11,0,57,"+1:32.717","5825056","29","9","1:39.544",1,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",236,0
"240",240,29,17,9,"10",14,"12","12",12,0,56,"\N","\N","27","14","1:40.264",11,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",233,0
"241",241,29,18,11,"16",16,"13","13",13,0,56,"\N","\N","21","18","1:40.763",11,"button","22","BUT","Jenson","Button","1980-01-19","British",235,0
"242",242,29,21,10,"21",18,"14","14",14,0,56,"\N","\N","54","15","1:40.353",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",237,0
"243",243,29,6,3,"8",11,"15","15",15,0,56,"\N","\N","56","13","1:39.803",11,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",228,0
"244",244,29,22,11,"17",19,"16","16",16,0,56,"\N","\N","56","16","1:40.593",11,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",238,0
"245",245,29,14,9,"9",17,"17","17",17,0,56,"\N","\N","13","19","1:40.978",11,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",234,0
"246",246,29,8,6,"1",4,"\N","R",18,0,45,"\N","\N","34","5","1:39.424",5,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",230,2
"247",247,29,16,10,"20",20,"\N","R",19,0,41,"\N","\N","28","17","1:40.661",3,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",243,0
"248",248,29,4,4,"5",12,"\N","R",20,0,0,"\N","\N","\N","\N","\N",4,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",226,0
"249",249,30,13,6,"2",2,"1","1",1,10,44,"1:22:59.394","4979394","26","3","1:48.222",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",263,5
"250",250,30,2,2,"3",5,"2","2",2,8,44,"+9.383","4988777","36","7","1:49.067",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",246,0
"251",251,30,1,1,"22",1,"3","3",3,6,44,"+10.539","4989933","20","2","1:48.135",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",245,4
"252",252,30,4,4,"5",6,"4","4",4,5,44,"+14.478","4993872","25","9","1:49.238",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",248,0
"253",253,30,20,5,"15",10,"5","5",5,4,44,"+14.576","4993970","16","8","1:49.086",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",266,0
"254",254,30,9,2,"4",8,"6","6",6,3,44,"+15.037","4994431","36","5","1:48.965",1,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",253,1
"255",255,30,7,5,"14",9,"7","7",7,2,44,"+16.735","4996129","31","6","1:49.002",1,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",251,0
"256",256,30,17,9,"10",7,"8","8",8,1,44,"+42.776","5022170","34","10","1:49.515",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",255,0
"257",257,30,10,7,"12",13,"9","9",9,0,44,"+1:07.045","5046439","37","12","1:50.255",1,"glock","\N","GLO","Timo","Glock","1982-03-18","German",264,0
"258",258,30,5,1,"23",3,"10","10",10,0,43,"\N","\N","35","4","1:48.223",6,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",249,1
"259",259,30,14,9,"9",14,"11","11",11,0,43,"\N","\N","19","11","1:50.177",11,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",256,0
"260",260,30,3,3,"7",15,"12","12",12,0,43,"\N","\N","32","15","1:50.656",11,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",247,0
"261",261,30,16,10,"20",18,"13","13",13,0,43,"\N","\N","27","13","1:50.487",11,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",265,0
"262",262,30,6,3,"8",19,"14","14",14,0,43,"\N","\N","35","17","1:50.970",11,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",250,0
"263",263,30,18,11,"16",17,"15","15",15,0,43,"\N","\N","19","16","1:50.671",11,"button","22","BUT","Jenson","Button","1980-01-19","British",257,0
"264",264,30,15,7,"11",11,"16","16",16,0,43,"\N","\N","32","14","1:50.543",11,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",254,0
"265",265,30,21,10,"21",20,"17","17",17,0,43,"\N","\N","17","19","1:51.701",11,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",259,0
"266",266,30,8,6,"1",4,"18","18",18,0,42,"\N","\N","24","1","1:47.930",20,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",252,2
"267",267,30,22,11,"17",16,"\N","R",19,0,19,"\N","\N","10","20","1:52.072",6,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",260,0
"268",268,30,12,4,"6",12,"\N","R",20,0,13,"\N","\N","12","18","1:51.118",20,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",258,0
"269",269,31,20,5,"15",1,"1","1",1,10,53,"1:26:47.494","5207494","53","14","1:30.510",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",288,1
"270",270,31,5,1,"23",2,"2","2",2,8,53,"+12.512","5220006","53","13","1:30.300",1,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",271,1
"271",271,31,9,2,"4",11,"3","3",3,6,53,"+20.471","5227965","52","12","1:30.298",1,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",275,1
"272",272,31,4,4,"5",8,"4","4",4,5,53,"+23.903","5231397","51","9","1:29.961",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",270,0
"273",273,31,2,2,"3",10,"5","5",5,4,53,"+27.748","5235242","53","6","1:29.807",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",268,0
"274",274,31,13,6,"2",6,"6","6",6,3,53,"+28.816","5236310","52","4","1:29.696",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",285,5
"275",275,31,1,1,"22",15,"7","7",7,2,53,"+29.912","5237406","52","5","1:29.721",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",267,4
"276",276,31,17,9,"10",3,"8","8",8,1,53,"+32.048","5239542","52","3","1:29.681",1,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",277,0
"277",277,31,8,6,"1",14,"9","9",9,0,53,"+39.468","5246962","53","1","1:28.047",1,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",274,2
"278",278,31,12,4,"6",17,"10","10",10,0,53,"+54.445","5261939","53","16","1:30.918",1,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",280,0
"279",279,31,10,7,"12",9,"11","11",11,0,53,"+58.888","5266382","53","8","1:29.948",1,"glock","\N","GLO","Timo","Glock","1982-03-18","German",286,0
"280",280,31,6,3,"8",18,"12","12",12,0,53,"+1:02.015","5269509","53","11","1:30.215",1,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",272,0
"281",281,31,15,7,"11",7,"13","13",13,0,53,"+1:05.954","5273448","52","15","1:30.853",1,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",276,0
"282",282,31,3,3,"7",5,"14","14",14,0,53,"+1:08.635","5276129","53","10","1:30.019",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",269,0
"283",283,31,18,11,"16",19,"15","15",15,0,53,"+1:13.370","5280864","52","7","1:29.827",1,"button","22","BUT","Jenson","Button","1980-01-19","British",279,0
"284",284,31,14,9,"9",13,"16","16",16,0,52,"\N","\N","49","17","1:32.459",11,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",278,0
"285",285,31,22,11,"17",16,"17","17",17,0,52,"\N","\N","42","19","1:33.918",11,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",282,0
"286",286,31,7,5,"14",4,"18","18",18,0,52,"\N","\N","52","2","1:29.258",11,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",273,0
"287",287,31,16,10,"20",20,"19","19",19,0,51,"\N","\N","51","18","1:33.458",12,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",287,0
"288",288,31,21,10,"21",12,"\N","R",20,0,11,"\N","\N","6","20","1:37.304",3,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",281,0
"289",289,32,4,4,"5",15,"1","1",1,10,61,"1:57:16.304","7036304","55","3","1:45.768",1,"alonso","14","ALO","Fernando","Alonso","1981-07-29","Spanish",292,1
"290",290,32,3,3,"7",8,"2","2",2,8,61,"+2.957","7039261","39","5","1:46.454",1,"rosberg","6","ROS","Nico","Rosberg","1985-06-27","German",291,0
"291",291,32,1,1,"22",2,"3","3",3,6,61,"+5.917","7042221","14","4","1:46.072",1,"hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British",289,4
"292",292,32,10,7,"12",7,"4","4",4,5,61,"+8.155","7044459","50","8","1:47.044",1,"glock","\N","GLO","Timo","Glock","1982-03-18","German",308,0
"293",293,32,20,5,"15",6,"5","5",5,4,61,"+10.268","7046572","13","9","1:47.271",1,"vettel","5","VET","Sebastian","Vettel","1987-07-03","German",310,1
"294",294,32,2,2,"3",9,"6","6",6,3,61,"+11.101","7047405","14","11","1:47.306",1,"heidfeld","\N","HEI","Nick","Heidfeld","1977-05-10","German",290,0
"295",295,32,14,9,"9",14,"7","7",7,2,61,"+16.387","7052691","41","13","1:47.562",1,"coulthard","\N","COU","David","Coulthard","1971-03-27","British",300,0
"296",296,32,6,3,"8",10,"8","8",8,1,61,"+18.489","7054793","13","10","1:47.287",1,"nakajima","\N","NAK","Kazuki","Nakajima","1985-01-11","Japanese",294,0
"297",297,32,18,11,"16",12,"9","9",9,0,61,"+19.885","7056189","61","15","1:48.128",1,"button","22","BUT","Jenson","Button","1980-01-19","British",301,0
"298",298,32,5,1,"23",5,"10","10",10,0,61,"+26.902","7063206","14","12","1:47.337",1,"kovalainen","\N","KOV","Heikki","Kovalainen","1981-10-19","Finnish",293,1
"299",299,32,9,2,"4",4,"11","11",11,0,61,"+27.975","7064279","14","6","1:46.899",1,"kubica","88","KUB","Robert","Kubica","1984-12-07","Polish",297,1
"300",300,32,7,5,"14",17,"12","12",12,0,61,"+29.432","7065736","29","14","1:47.820",1,"bourdais","\N","BOU","Sébastien","Bourdais","1979-02-28","French",295,0
"301",301,32,13,6,"2",1,"13","13",13,0,61,"+35.170","7071474","13","2","1:45.757",1,"massa","19","MAS","Felipe","Massa","1981-04-25","Brazilian",307,5
"302",302,32,21,10,"21",20,"14","14",14,0,61,"+43.571","7079875","28","16","1:49.101",1,"fisichella","\N","FIS","Giancarlo","Fisichella","1973-01-14","Italian",303,0
"303",303,32,8,6,"1",3,"15","15",15,0,57,"\N","\N","14","1","1:45.599",3,"raikkonen","7","RAI","Kimi","Räikkönen","1979-10-17","Finnish",296,2
"304",304,32,15,7,"11",11,"\N","R",16,0,50,"\N","\N","32","7","1:46.972",9,"trulli","\N","TRU","Jarno","Trulli","1974-07-13","Italian",298,0
"305",305,32,16,10,"20",19,"\N","R",17,0,49,"\N","\N","38","18","1:49.270",3,"sutil","99","SUT","Adrian","Sutil","1983-01-11","German",309,0
"306",306,32,17,9,"10",13,"\N","R",18,0,29,"\N","\N","13","17","1:49.183",7,"webber","\N","WEB","Mark","Webber","1976-08-27","Australian",299,0
"307",307,32,22,11,"17",18,"\N","R",19,0,14,"\N","\N","13","19","1:50.320",26,"barrichello","\N","BAR","Rubens","Barrichello","1972-05-23","Brazilian",304,0
"308",308,32,12,4,"6",16,"\N","R",20,0,13,"\N","\N","13","20","1:50.449",3,"piquet_jr","\N","PIQ","Nelson","Piquet Jr.","1985-07-25","Brazilian",302,0
